index,st_name,year,indv_id,pc_no,pc_name,pc_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors,max_votes,winner,id,handle
184,Karnataka,2014,1009,9,Bellary,ST,B. Sreeramulu,M,BJP,BJP,534406,1487945,534406,1,184,@BSriramulu_BJP
185,Karnataka,2014,,10,Haveri,GEN,Udasi Shivakumar Channabasappa,M,BJP,BJP,566790,1558749,566790,1,185,-
186,Karnataka,2014,1011,11,Dharwad,GEN,Pralhad Joshi,M,BJP,BJP,545395,1578125,545395,1,186,@JoshiPralhad
187,Karnataka,2014,1012,12,Uttara Kannada,GEN,Anantkumar Hegde,M,BJP,BJP,546939,1450599,546939,1,187,@AnantkumarH
188,Karnataka,2014,1013,13,Davanagere,GEN,G M Siddeshwara,M,BJP,BJP,518894,1522712,518894,1,188,@gmsiddeshwara
189,Karnataka,2014,1014,14,Shimoga,GEN,B. S. Yeddyurappa,M,BJP,BJP,606216,1562243,606216,1,189,@BSYBJP
190,Karnataka,2014,1015,15,Udupi Chikmagalur,GEN,Shobha Karandlaje,F,BJP,BJP,581168,1387294,581168,1,190,@ShobhaBJP 
191,Karnataka,2014,,16,Hassan,GEN,H.D. Devegowda,M,JD(S),JD(S),509841,1561486,509841,1,191,-
192,Karnataka,2014,1017,17,Dakshina Kannada,GEN,Nalin Kumar Kateel,M,BJP,BJP,642739,1565219,642739,1,192,@nalinkateel
193,Karnataka,2014,,18,Chitradurga,SC,B.N.Chandrappa,M,INC,INC,467511,1661277,467511,1,193,-
194,Karnataka,2014,,19,Tumkur,GEN,Muddahanumegowda.S.P.,M,INC,INC,429868,1518518,429868,1,194,-
195,Karnataka,2014,,20,Mandya,GEN,C.S.Puttaraju,M,JD(S),JD(S),524370,1669262,524370,1,195,-
196,Karnataka,2014,1021,21,Mysore,GEN,Prathap Simha,M,BJP,BJP,503908,1723134,503908,1,196,@mepratap 
197,Karnataka,2014,1022,22,Chamarajanagar,SC,R. Dhruvanarayana,M,INC,INC,567782,1555781,567782,1,197,@RDhruvanarayana
198,Karnataka,2014,1023,23,Bangalore Rural,GEN,D K Suresh,M,INC,INC,652723,2190398,652723,1,198,@d_k_suresh 
199,Karnataka,2014,1024,24,Bangalore North,GEN,D.V Sadananda Gowda,M,BJP,BJP,718326,2401472,718326,1,199,@DVSBJP 
200,Karnataka,2014,1025,25,Bangalore Central,GEN,P.C. Mohan,M,BJP,BJP,557130,1931456,557130,1,200,@PCMohanMP 
201,Karnataka,2014,1026,26,Bangalore South,GEN,Ananth Kumar,M,BJP,BJP,633816,1998724,633816,1,201,@AnantkumarH 
202,Karnataka,2014,1027,27,Chikkballapur,GEN,M Veerappa Moily,M,INC,INC,424800,1658410,424800,1,202,@moilyv
203,Karnataka,2014,1028,28,Kolar,SC,K.H.Muniyappa,M,INC,INC,418926,1492977,418926,1,203,@KhMuniyappa 
204,Kerala,2014,,1,Kasaragod,GEN,P Karunakaran,M,CPM,CPM,384964,1243730,384964,1,204,-
205,Kerala,2014,1102,2,Kannur,GEN,P K Sreemathi Teacher,F,CPM,CPM,427622,1170266,427622,1,205,@pk_sreemathi
206,Kerala,2014,,3,Vadakara,GEN,Mullappally Ramachandran,M,INC,INC,416479,1182504,416479,1,206,-
207,Kerala,2014,1104,4,Wayanad,GEN,M I Shanavas,M,INC,INC,377035,1249420,377035,1,207,@MIShanavas1
208,Kerala,2014,1105,5,Kozhikode,GEN,M .K Raghavan,M,INC,INC,397615,1182484,397615,1,208,@MKR_Calicut
209,Kerala,2014,1106,6,Malappuram,GEN,E. Ahamed,M,IUML,IUML,437723,1198444,437723,1,209,@eahamedmp 
210,Kerala,2014,1107,7,Ponnani,GEN,E. T. Mohammed Basheer,M,IUML,IUML,378503,1180789,378503,1,210,@ET_MohdBasheer
211,Kerala,2014,1108,8,Palakkad,GEN,M B Rajesh,M,CPM,CPM,412897,1208726,412897,1,211,@MBRajeshCPM
212,Kerala,2014,1109,9,Alathur ,SC,P.K.Biju,M,CPM,CPM,411808,1216351,411808,1,212,@pkbiju_alathur
213,Kerala,2014,1110,10,Thrissur,GEN,C. N. Jayadevan,M,CPI,CPI,389209,1275288,389209,1,213,@nihejayan
214,Kerala,2014,,11,Chalakudy,GEN,Innocent,M,IND,IND,358440,1150497,358440,1,214,-
215,Kerala,2014,1112,12,Ernakulam,GEN,Prof. K.V. Thomas,M,INC,INC,353841,1156492,353841,1,215,@KV_Thomas 
216,Kerala,2014,1113,13,Idukki,GEN,Adv.Joice George,M,IND,IND,382019,1158735,382019,1,216,@AdvJoice
217,Kerala,2014,1114,14,Kottayam,GEN,Jose K. Mani,M,KEC(M),KEC(M),424194,1161465,424194,1,217,@josekmani 
218,Kerala,2014,115,15,Alappuzha,GEN,K C Venugopal,M,INC,INC,462525,1271324,462525,1,218,@kcvenugopalmp
219,Kerala,2014,1116,16,Mavelikkara ,SC,Kodikunnil Suresh,M,INC,INC,402432,1252668,402432,1,219,@ksureshmp
220,Kerala,2014,1117,17,Pathanamthitta,GEN,Anto Antony,M,INC,INC,358842,1323906,358842,1,220,@AntoAntonyMP1
221,Kerala,2014,,18,Kollam,GEN,N.K.Premachandran,M,RSP,RSP,408528,1219415,408528,1,221,-
222,Kerala,2014,,19,Attingal,GEN,Dr.A .Sampath,M,CPM,CPM,392478,1251398,392478,1,222,-
223,Kerala,2014,1120,20,Thiruvananthapuram,GEN,Dr. Shashi Tharoor,M,INC,INC,297806,1272748,297806,1,223,@ShashiTharoor 
224,Lakshadweep,2014,3101,1,Lakshadweep,ST,Mohammed Faizal P.P.,M,NCP,NCP,21665,49922,21665,1,224,@OfficeMp 
225,Madhya Pradesh,2014,,1,Morena,GEN,Anoop Mishra,M,BJP,BJP,375567,1702457,375567,1,225,-
226,Madhya Pradesh,2014,1202,2,Bhind,SC,Dr. Bhagirath Prasad,M,BJP,BJP,404474,1600137,404474,1,226,@DrBhagirathMP 
227,Madhya Pradesh,2014,1203,3,Gwalior,GEN,Narendra Singh Tomar,M,BJP,BJP,442796,1876965,442796,1,227,@nstomar 
228,Madhya Pradesh,2014,1204,4,Guna,GEN,Jyotiraditya M Scindia,M,INC,INC,517036,1605613,517036,1,228,@JM_Scindia
229,Madhya Pradesh,2014,1205,5,Sagar,GEN,Laxmi Narayan Yadav,M,BJP,BJP,482580,1520322,482580,1,229,@lnyadav_mp
230,Madhya Pradesh,2014,1206,6,Tikamgarh,SC,Dr. Virendra Kumar,M,BJP,BJP,422979,1528863,422979,1,230,@Drvirendrakum13
231,Madhya Pradesh,2014,1207,7,Damoh,GEN,Prahalad Singh Patel,M,BJP,BJP,513079,1651614,513079,1,231,@prahladspatel
232,Madhya Pradesh,2014,,8,Khajuraho,GEN,Nagendra Singh,M,BJP,BJP,474966,1702833,474966,1,232,-
233,Madhya Pradesh,2014,1209,9,Satna,GEN,Ganesh Singh,M,BJP,BJP,375288,1458381,375288,1,233,@GaneshSingh_in
234,Madhya Pradesh,2014,1210,10,Rewa,GEN,Janardan Mishra,M,BJP,BJP,383320,1544719,383320,1,234,@Janardan_BJP
235,Madhya Pradesh,2014,1211,11,Sidhi,GEN,Riti Pathak,F,BJP,BJP,475678,1736048,475678,1,235,@RitiPathakSidhi
236,Madhya Pradesh,2014,,12,Shahdol,ST,Dalpat Singh Paraste,M,BJP,BJP,525419,1561016,525419,1,236,-
237,Madhya Pradesh,2014,1213,13,Jabalpur,GEN,Rakesh Singh,M,BJP,BJP,564609,1711621,564609,1,237,@MPRakeshSingh
238,Madhya Pradesh,2014,1214,14,Mandla,ST,Faggan Singh Kulaste,M,BJP,BJP,585720,1824702,585720,1,238,@fskulaste
239,Madhya Pradesh,2014,1215,15,Balaghat,GEN,Bodhsingh Bhagat,M,BJP,BJP,480594,1629741,480594,1,239,@bsbhagatbjp 
240,Madhya Pradesh,2014,1216,16,Chhindwara,GEN,Kamal Nath,M,INC,INC,559755,1402038,559755,1,240,@OfficeOfKN
241,Madhya Pradesh,2014,1217,17,Hoshangabad,GEN,Uday Pratap Singh,M,BJP,BJP,669128,1568206,669128,1,241,@UdayPratapSingh
242,Madhya Pradesh,2014,1218,18,Vidisha,GEN,Sushma Swaraj,F,BJP,BJP,714348,1634039,714348,1,242,@SushmaSwaraj
243,Madhya Pradesh,2014,1219,19,Bhopal,GEN,Alok Sanjar,M,BJP,BJP,714178,1957241,714178,1,243,@aloksanjar
244,Madhya Pradesh,2014,1220,20,Rajgarh,GEN,Rodmal Nagar,M,BJP,BJP,596727,1578757,596727,1,244,@RodmalNagar
245,Madhya Pradesh,2014,1221,21,Dewas,SC,Manohar Untwal,M,BJP,BJP,665646,1617111,665646,1,245,@MUntwal 
246,Madhya Pradesh,2014,1222,22,Ujjain,SC,Prof. Chintamani Malviya,M,BJP,BJP,641101,1525481,641101,1,246,@drchintamani
247,Madhya Pradesh,2014,1223,23,Mandsour,GEN,Sudhir Gupta,M,BJP,BJP,698335,1626556,698335,1,247,@mpsudhirgupta 
248,Madhya Pradesh,2014,,24,Ratlam,ST,Dileepsingh Bhuria,M,BJP,BJP,545980,1702576,545980,1,248,-
249,Madhya Pradesh,2014,1225,25,Dhar,ST,Savitri Thakur,F,BJP,BJP,558387,1668441,558387,1,249,@savitridharmp
250,Madhya Pradesh,2014,1226,26,Indore,GEN,Sumitra Mahajan (Tai),F,BJP,BJP,854972,2115303,854972,1,250,@S_MahajanLS
251,Madhya Pradesh,2014,1227,27,Khargone,ST,Subhash Patel,M,BJP,BJP,649354,1703272,649354,1,251,@Subhash53806702 
252,Madhya Pradesh,2014,1228,28,Khandwa,GEN,Nandkumar Singh Chouhan (Nandu Bhaiya),M,BJP,BJP,717357,1759417,717357,1,252,@NandKumarSinghC
253,Madhya Pradesh,2014,,29,Betul,ST,Jyoti Dhurve,F,BJP,BJP,643651,1607831,643651,1,253,-
254,Maharashtra,2014,1301,1,Nandurbar ,ST,Dr.Gavit Heena Vijaykumar,F,BJP,BJP,579486,1672943,579486,1,254,@DrHeena_Gavit
255,Maharashtra,2014,1302,2,Dhule,GEN,Dr. Bhamre Subhash Ramrao,M,BJP,BJP,529450,1675367,529450,1,255,@DrSubhashMoS 
256,Maharashtra,2014,1303,3,Jalgaon,GEN,A.T. Nana Patil,M,BJP,BJP,647773,1707969,647773,1,256,@atnanapatilmp
257,Maharashtra,2014,1304,4,Raver,GEN,Khadase Raksha Nikhil,F,BJP,BJP,605452,1593389,605452,1,257,@khadseraksha
258,Maharashtra,2014,,5,Buldhana,GEN,Jadhav Prataprao Ganpatrao,M,SHS,SHS,509145,1595435,509145,1,258,-
259,Maharashtra,2014,1306,6,Akola,GEN,Dhotre Sanjay Shamrao,M,BJP,BJP,456472,1672643,456472,1,259,@SanjayDhotreMP 
260,Maharashtra,2014,1307,7,Amravati ,SC,Adsul Anandrao Vithoba,M,SHS,SHS,467212,1612739,467212,1,260,@adsulanandrao
261,Maharashtra,2014,1308,8,Wardha,GEN,Ramdas Chandrabhanji Tadas,M,BJP,BJP,537518,1564552,537518,1,261,@RamdasTadasMP 
262,Maharashtra,2014,1309,9,Ramtek ,SC,Krupal Balaji Tumane,M,SHS,SHS,519892,1677266,519892,1,262,@KrupalTumane
263,Maharashtra,2014,1310,10,Nagpur ,GEN,Gadkari Nitin Jairam,M,BJP,BJP,587767,1900784,587767,1,263,@nitin_gadkari
264,Maharashtra,2014,1311,11,Bhandara - Gondiya,GEN,Nanabhau Falgunrao Patole,M,BJP,BJP,606129,1655852,606129,1,264,@Nana_Bhau 
265,Maharashtra,2014,1312,12,Gadchiroli-Chimur,ST,Ashok Mahadeorao Nete,M,BJP,BJP,535982,1468437,535982,1,265,Ashok Mahadeorao Nete
266,Maharashtra,2014,,13,Chandrapur,GEN,Ahir Hansraj Gangaram,M,BJP,BJP,508049,1753690,508049,1,266,-
267,Maharashtra,2014,,14,Yavatmal-Washim,GEN,Gawali Bhavana Pundlikrao,F,SHS,SHS,477905,1755292,477905,1,267, -
268,Maharashtra,2014,,15,Hingoli ,GEN,Rajeev Shankarrao Satav,M,INC,INC,467397,1586194,467397,1,268,-
269,Maharashtra,2014,1316,16,Nanded,GEN,Ashok Shankarrao Chavan,M,INC,INC,493075,1687057,493075,1,269,@AshokChavanINC
270,Maharashtra,2014,,17,Parbhani,GEN,Jadhav Sanjay (Bandu) Haribhau,M,SHS,SHS,578455,1803792,578455,1,270,-
271,Maharashtra,2014,1318,18,Jalna,GEN,Danve Raosaheb Dadarao,M,BJP,BJP,591428,1612056,591428,1,271,@raosahebdanve
272,Maharashtra,2014,1319,19,Aurangabad,GEN,Chandrakant Bhaurao Khaire,M,SHS,SHS,520902,1589395,520902,1,272,@CBKhaireMP
273,Maharashtra,2014,,20,Dindori ,ST,Chavan Harishchandra Deoram,M,BJP,BJP,542784,1530208,542784,1,273,-
274,Maharashtra,2014,1321,21,Nashik,GEN,Godse Hemant Tukaram,M,SHS,SHS,494735,1593774,494735,1,274,@mphemantgodse
275,Maharashtra,2014,,22,Palghar ,ST,Adv. Chintaman Navasha Wanga,M,BJP,BJP,533201,1578149,533201,1,275,-
276,Maharashtra,2014,,23,Bhiwandi,GEN,Kapil Moreshwar Patil,M,BJP,BJP,411070,1696584,411070,1,276,-
277,Maharashtra,2014,1324,24,Kalyan,GEN,Dr.Shrikant Eknath Shinde,M,SHS,SHS,440892,1922034,440892,1,277,@DrSEShinde
278,Maharashtra,2014,,25,Thane,GEN,Vichare Rajan Baburao,M,SHS,SHS,595364,2073251,595364,1,278,-
279,Maharashtra,2014,1326,26,Mumbai North,GEN,Gopal Chinayya Shetty,M,BJP,BJP,664004,1783870,664004,1,279,@iGopalShetty 
280,Maharashtra,2014,1327,27,Mumbai North West,GEN,Gajanan Chandrakant Kirtikar,M,SHS,SHS,464820,1775416,464820,1,280,@GajananKirtikar 
281,Maharashtra,2014,1328,28,Mumbai North East,GEN,Kirit Somaiya,M,BJP,BJP,525285,1668357,525285,1,281,@KiritSomaiya 
282,Maharashtra,2014,1329,29,Mumbai North Central,GEN,Poonam Mahajan Alias Poonam Vajendla Rao,F,BJP,BJP,478535,1737084,478535,1,282,@poonam_mahajan
283,Maharashtra,2014,1330,30,Mumbai South Central,GEN,Rahul Ramesh Shewale,M,SHS,SHS,381008,1447886,381008,1,283,@shewale_rahul
284,Maharashtra,2014,1331,31,Mumbai   South,GEN,Arvind Sawant,M,SHS,SHS,374609,1485844,374609,1,284,@AGSawant
285,Maharashtra,2014,1332,32,Raigad,GEN,Anant Geete,M,SHS,SHS,396178,1532781,396178,1,285,@AnantGeeteSS
286,Maharashtra,2014,1333,33,Maval,GEN,Appa Alias Shrirang Chandu Barne,M,SHS,SHS,512226,1953741,512226,1,286,@MPShrirangBarne 
287,Maharashtra,2014,1334,34,Pune,GEN,Anil Shirole,M,BJP,BJP,569825,1835835,569825,1,287,@AnilShiroleBJP 
288,Maharashtra,2014,1335,35,Baramati,GEN,Supriya Sule,F,NCP,NCP,521562,1813553,521562,1,288,@supriya_sule
289,Maharashtra,2014,1336,36,Shirur,GEN,Adhalrao Shivaji Dattatrey,M,SHS,SHS,643415,1824112,643415,1,289,@MPShivajirao 
290,Maharashtra,2014,1337,37,Ahmadnagar ,GEN,Gandhi Dilipkumar Mansukhlal,M,BJP,BJP,605185,1705005,605185,1,290,@DilipGandhiMP
291,Maharashtra,2014,,38,Shirdi,SC,Lokhande Sadashiv Kisan,M,SHS,SHS,532936,1462267,532936,1,291,-
292,Maharashtra,2014,,39,Beed,GEN,Munde Gopinathrao Pandurang,M,BJP,BJP,635995,1792652,635995,1,292,-
293,Maharashtra,2014,1340,40,Osmanabad,GEN,Gaikwad Ravindra Vishwanath,M,SHS,SHS,607699,1759186,607699,1,293,@dhanyarajendran
294,Maharashtra,2014,1341,41,Latur ,SC,Dr. Sunil Baliram Gaikwad,M,BJP,BJP,616509,1686957,616509,1,294,@SunilbgaikwadMP
295,Maharashtra,2014,,42,Solapur ,SC,Sharad Bansode,M,BJP,BJP,517879,1702739,517879,1,295,-
296,Maharashtra,2014,1343,43,Madha,GEN,Mohite Patil Vijaysinh Shankarrao,M,NCP,NCP,489989,1727322,489989,1,296,@VMohitePatil
297,Maharashtra,2014,1344,44,Sangli,GEN,Sanjaykaka Patil,M,BJP,BJP,611563,1649107,611563,1,297,@PatilSanjaykaka
298,Maharashtra,2014,1345,45,Satara,GEN,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,M,NCP,NCP,522531,1719998,522531,1,298,@udyanbhosale 
299,Maharashtra,2014,1346,46,Ratnagiri - Sindhudurg,GEN,Vinayak Bhaurao Raut,M,SHS,SHS,493088,1367362,493088,1,299,@vinayakraut15 
300,Maharashtra,2014,1347,47,Kolhapur,GEN,Dhananjay Bhimrao Mahadik,M,NCP,NCP,607665,1758293,607665,1,300,@dbmahadik 
301,Maharashtra,2014,1348,48,Hatkanangle,GEN,Raju Shetty,M,SWP,SWP,640428,1630604,640428,1,301,@rajushetti
302,Manipur,2014,1401,1,Inner Manipur,GEN,Dr. Thokchom Meinya,M,INC,INC,292102,855360,292102,1,302,Dr. Thokchom Meinya
303,Manipur,2014,1402,2,Outer Manipur,ST,Thangso Baite,M,INC,INC,296770,919009,296770,1,303,@ThangsoBaite
304,Meghalaya,2014,1501,1,Shillong,ST,Vincent H. Pala,M,INC,INC,209340,980740,209340,1,304,@VincentHPala
305,Meghalaya,2014,1502,2,Tura ,ST,Purno Agitok Sangma,M,NPEP,NPEP,239301,586501,239301,1,305,@SangmaConrad 
306,Mizoram,2014,1601,1,Mizoram,ST,C. L. Ruala,M,INC,INC,210485,702170,210485,1,306,@CLRuala
307,Nagaland,2014,1701,1,Nagaland,GEN,Neiphiu Rio,M,NPF,NPF,713372,1182972,713372,1,307,@cmnagaland 
308,Nct Of Delhi,2014,3001,1,Chandni Chowk                 ,GEN,Dr. Harsh Vardhan,M,BJP,BJP,437938,1447230,437938,1,308,@drharshvardhan 
309,Nct Of Delhi,2014,3002,2,North East Delhi              ,GEN,Manoj Tiwari,M,BJP,BJP,596125,1957708,596125,1,309,@ManojTiwariMP 
310,Nct Of Delhi,2014,3003,3,East Delhi                    ,GEN,Maheish Girri,M,BJP,BJP,572202,1829578,572202,1,310,@MaheishGirri 
311,Nct Of Delhi,2014,3004,4,New Delhi                     ,GEN,Meenakashi Lekhi,F,BJP,BJP,453350,1490147,453350,1,311,@M_Lekhi 
312,Nct Of Delhi,2014,3005,5,North West Delhi              ,SC ,Udit Raj,M,BJP,BJP,629860,2194343,629860,1,312,@Dr_Uditraj
313,Nct Of Delhi,2014,3006,6,West Delhi                    ,GEN,Parvesh Sahib Singh Verma,M,BJP,BJP,651395,2039410,651395,1,313,@p_sahibsingh
314,Nct Of Delhi,2014,3007,7,South Delhi                   ,GEN,Ramesh Bidhuri,M,BJP,BJP,497980,1752748,497980,1,314,@rameshbidhuri
315,Odisha,2014,1801,1,Bargarh,GEN,Prabhas Kumar Singh,M,BJD,BJD,383230,1430717,383230,1,315,@pksinghbargarh
316,Odisha,2014,1802,2,Sundargarh ,ST,Jual @ Juel Oram,M,BJP,BJP,340508,1410532,340508,1,316,@jualoram
317,Odisha,2014,1803,3,Sambalpur,GEN,Nagendra Kumar Pradhan,M,BJD,BJD,358618,1297098,358618,1,317,@nagendrakp1952 
318,Odisha,2014,1804,4,Keonjhar ,ST,Sakuntala Laguri,F,BJD,BJD,434471,1346683,434471,1,318,@sakuntalalaguri 
319,Odisha,2014,,5,Mayurbhanj ,ST,Rama Chandra Hansdah,M,BJD,BJD,393779,1327555,393779,1,319,-
320,Odisha,2014,1806,6,Balasore,GEN,Rabindra Kumar Jena,M,BJD,BJD,433768,1366218,433768,1,320,@rabindrakjena 
321,Odisha,2014,1807,7,Bhadrak ,SC,Arjun Charan Sethi,M,BJD,BJD,502338,1469498,502338,1,321,@arjunsethi_bjd
322,Odisha,2014,1808,8,Jajpur ,SC,Rita Tarai,F,BJD,BJD,541349,1303733,541349,1,322,@tarai_p 
323,Odisha,2014,1809,9,Dhenkanal,GEN,Tathagata Satpathy,M,BJD,BJD,453277,1363471,453277,1,323,@SatpathyLive 
324,Odisha,2014,1810,10,Bolangir,GEN,Kalikesh Narayan Singh Deo,M,BJD,BJD,453519,1563025,453519,1,324,@DeoKalikesh 
325,Odisha,2014,,11,Kalahandi,GEN,Arka Keshari Deo,M,BJD,BJD,370871,1474135,370871,1,325,-
326,Odisha,2014,1812,12,Nabarangpur ,ST,Balabhadra Majhi,M,BJD,BJD,373887,1297210,373887,1,326,@bmajhimp
327,Odisha,2014,,13,Kandhamal,GEN,Hemendra Chandra Singh,M,BJD,BJD,421458,1143602,421458,1,327,-
328,Odisha,2014,1814,14,Cuttack,GEN,Bhartruhari Mahatab,M,BJD,BJD,526085,1371617,526085,1,328,@dpradhanbjp
329,Odisha,2014,1815,15,Kendrapara ,GEN,Baijayant Panda,M,BJD,BJD,600023,1555444,600023,1,329,@PandaJay
330,Odisha,2014,1816,16,Jagatsinghpur ,SC,Kulamani Samal,M,BJD,BJD,624492,1499673,624492,1,330,@Dr_Kulamani_Jsp 
331,Odisha,2014,,17,Puri,GEN,Pinaki Misra,M,BJD,BJD,523161,1404581,523161,1,331,-
332,Odisha,2014,,18,Bhubaneswar,GEN,Prasanna Kumar Patasani,M,BJD,BJD,439252,1527768,439252,1,332,-
333,Odisha,2014,,19,Aska,GEN,Ladu Kishore Swain,M,BJD,BJD,541473,1408780,541473,1,333,-
334,Odisha,2014,,20,Berhampur,GEN,Sidhant Mohapatra,M,BJD,BJD,398107,1334268,398107,1,334,-
335,Odisha,2014,,21,Koraput ,ST,Jhina Hikaka,M,BJD,BJD,395109,1300437,395109,1,335,-
336,Puducherry,2014,,1,Puducherry,GEN,R. Radhakrishnan,M,AINRC,AINRC,255826,901357,255826,1,336,-
337,Punjab,2014,1901,1,Gurdaspur,GEN,Vinod Khanna,M,BJP,BJP,482255,1500337,482255,1,337,@VinodKhanna 
338,Punjab,2014,1902,2,Amritsar,GEN,Captain Amarinder Singh,M,INC,INC,482876,1477262,482876,1,338,@capt_amarinder 
339,Punjab,2014,,3,Khadoor Sahib,GEN,Ranjit Singh Brahmpura,M,SAD,SAD,467332,1563409,467332,1,339,-
340,Punjab,2014,1904,4,Jalandhar,SC,Santokh Singh Chaudhary,M,INC,INC,380479,1551497,380479,1,340,@sschaudharymp
341,Punjab,2014,1905,5,Hoshiarpur,SC,Vijay Sampla,M,BJP,BJP,346643,1485286,346643,1,341,@vijay_sampla 
342,Punjab,2014,1906,6,Anandpur Sahib,GEN,Prem Singh Chandumajra,M,SAD,SAD,347394,1564721,347394,1,342,@PSChandumajra
343,Punjab,2014,1907,7,Ludhiana,GEN,Ravneet Singh Bittu,M,INC,INC,300459,1561201,300459,1,343,@RavneetBittu 
344,Punjab,2014,,8,Fatehgarh Sahib,SC,Harinder Singh Khalsa,M,AAAP,AAAP,367293,1396957,367293,1,344,-
345,Punjab,2014,1909,9,Faridkot,SC,Prof. Sadhu Singh,M,AAAP,AAAP,450751,1455075,450751,1,345,@prof_sadhu
346,Punjab,2014,1910,10,Firozpur,GEN,Sher Singh Ghubaya,M,SAD,SAD,487932,1522111,487932,1,346,@SGhubaya
347,Punjab,2014,1911,11,Bathinda,GEN,Harsimrat Kaur Badal,F,SAD,SAD,514727,1525289,514727,1,347,@HarsimratBadal_
348,Punjab,2014,1912,12,Sangrur,GEN,Bhagwant Mann,M,AAAP,AAAP,533237,1424743,533237,1,348,@BhagwantMann
349,Punjab,2014,1913,13,Patiala,GEN,Dr. Dharam Vira Gandhi,M,AAAP,AAAP,365671,1580273,365671,1,349,@dvgandhi1951
350,Rajasthan,2014,2001,1,Ganganagar,SC,Nihalchand,M,BJP,BJP,658130,1718414,658130,1,350,@nihalchandmp
351,Rajasthan,2014,2002,2,Bikaner,SC,Arjun Ram Meghwal,M,BJP,BJP,584932,1592355,584932,1,351,@arjunrammeghwal 
352,Rajasthan,2014,2003,3,Churu,GEN,Rahul Kaswan,M,BJP,BJP,595756,1753825,595756,1,352,@RahulKaswanMP 
353,Rajasthan,2014,2004,4,Jhunjhunu,GEN,Santosh Ahlawat,F,BJP,BJP,488182,1697470,488182,1,353,@AhlawatMp
354,Rajasthan,2014,2005,5,Sikar,GEN,Sumedhanand Saraswati,M,BJP,BJP,499428,1769882,499428,1,354,@MPSumedhanand 
355,Rajasthan,2014,2006,6,Jaipur Rural,GEN,Rajyavardhan Singh Rathore,M,BJP,BJP,632930,1700307,632930,1,355,@Ra_THORe
356,Rajasthan,2014,2007,7,Jaipur,GEN,Ramcharan Bohara,M,BJP,BJP,863358,1957820,863358,1,356,@RamcharanBohra
357,Rajasthan,2014,2008,8,Alwar,GEN,Chand Nath,M,BJP,BJP,642278,1626442,642278,1,357,@ChandnathYogi
358,Rajasthan,2014,2009,9,Bharatpur,SC,Bahadur Singh Koli,M,BJP,BJP,579825,1690705,579825,1,358,@BahadurKoli 
359,Rajasthan,2014,2010,10,Karauli-Dholpur,SC,Manoj Rajoriya,M,BJP,BJP,402407,1549468,402407,1,359,@drmanojrajoria
360,Rajasthan,2014,2011,11,Dausa,ST,Harish Chandra Meena,M,BJP,BJP,315059,1524100,315059,1,360,@HC_meenaMP
